Iteration	Posterior	Likelihood	Prior	m	obs[1]	obs[2]	obs[3]	obs[4]	obs[5]	obs[6]	obs[7]	obs[8]	obs[9]	obs[10]	sd
521200	-46.793	-45.1835	-1.60944	4.896784	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9972029
521300	-46.5263	-44.9168	-1.60944	4.920958	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.997778
521400	-45.7948	-44.1853	-1.60944	4.991237	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.99933
521500	-47.7388	-46.1294	-1.60944	4.865598	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9872043
521600	-46.172	-44.5625	-1.60944	4.959484	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9977515
521700	-50.2417	-48.6323	-1.60944	4.638227	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9883786
521800	-46.9405	-45.331	-1.60944	4.909791	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9928351
521900	-47.609	-45.9996	-1.60944	4.887534	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9857887
522000	-46.0564	-44.447	-1.60944	4.966118	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9986696
522100	-49.3553	-47.7459	-1.60944	4.66531	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9964486
522200	-47.9605	-46.351	-1.60944	4.797985	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9947004
522300	-46.7014	-45.0919	-1.60944	4.965362	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.988326
522400	-47.66	-46.0506	-1.60944	4.844665	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9917432
522500	-46.8344	-45.225	-1.60944	4.925655	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9921069
522600	-46.5632	-44.9538	-1.60944	4.979599	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9884671
522700	-45.8294	-44.2199	-1.60944	4.983453	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9998854
522800	-48.9128	-47.3034	-1.60944	4.784205	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9826005
522900	-48.5956	-46.9862	-1.60944	4.983648	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9570514
523000	-46.8227	-45.2133	-1.60944	4.971874	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9854549
523100	-46.7165	-45.107	-1.60944	4.968897	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9875711
523200	-46.8587	-45.2492	-1.60944	4.933338	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9905632
523300	-48.3068	-46.6973	-1.60944	4.930361	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9688265
523400	-47.5697	-45.9603	-1.60944	4.983046	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9722948
523500	-49.1025	-47.493	-1.60944	4.948111	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9547811
523600	-47.7406	-46.1312	-1.60944	4.830651	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9927502
523700	-49.6697	-48.0602	-1.60944	4.6513	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.994319
523800	-48.2891	-46.6796	-1.60944	4.747046	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9982305
523900	-46.4948	-44.8854	-1.60944	4.927986	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9972166
524000	-46.4036	-44.7942	-1.60944	4.942627	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9964848
524100	-46.9559	-45.3464	-1.60944	4.890385	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9955917
524200	-46.6088	-44.9994	-1.60944	4.965417	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9897955
524300	-47.1489	-45.5395	-1.60944	4.98908	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9778939
524400	-47.1765	-45.5671	-1.60944	4.869354	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.995391
524500	-47.9174	-46.308	-1.60944	4.968944	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9690523
524600	-46.7604	-45.151	-1.60944	4.898101	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9975213
524700	-48.1019	-46.4924	-1.60944	4.960078	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9675678
524800	-48.0335	-46.424	-1.60944	4.989703	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9644194
524900	-49.9146	-48.3052	-1.60944	4.859807	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9563536
525000	-47.8787	-46.2693	-1.60944	4.829877	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9907414
525100	-47.0778	-45.4684	-1.60944	4.875616	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9959673
525200	-47.4996	-45.8901	-1.60944	4.908335	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9842938
525300	-47.207	-45.5976	-1.60944	4.916115	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9876649
525400	-47.0344	-45.4249	-1.60944	4.90596	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.991933
525500	-48.0796	-46.4702	-1.60944	4.94814	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9696095
525600	-48.5216	-46.9121	-1.60944	4.831006	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9808241
525700	-46.3725	-44.763	-1.60944	4.933286	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984019
525800	-47.0809	-45.4714	-1.60944	4.877849	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9955665
525900	-46.5608	-44.9514	-1.60944	4.918745	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9975569
526000	-47.6201	-46.0107	-1.60944	4.853799	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9909039
526100	-46.7033	-45.0938	-1.60944	4.890032	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9997046
526200	-47.4869	-45.8774	-1.60944	4.863608	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9914216
526300	-47.7035	-46.0941	-1.60944	4.958669	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9737359
526400	-47.216	-45.6066	-1.60944	4.91453	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9877639
526500	-47.6782	-46.0688	-1.60944	4.93686	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9772928
526600	-46.4529	-44.8435	-1.60944	4.970384	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9915753
526700	-46.4068	-44.7974	-1.60944	4.981583	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9906938
526800	-46.8329	-45.2234	-1.60944	4.919173	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.993116
526900	-49.3966	-47.7872	-1.60944	4.799526	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9730644
527000	-47.8284	-46.219	-1.60944	4.896865	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9809953
527100	-46.6838	-45.0744	-1.60944	4.918442	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9956166
527200	-47.7504	-46.141	-1.60944	4.949626	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9743333
527300	-46.2112	-44.6018	-1.60944	4.988357	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9928877
527400	-46.3026	-44.6931	-1.60944	4.954865	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9963006
527500	-47.161	-45.5516	-1.60944	4.901374	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9906375
527600	-48.1596	-46.5502	-1.60944	4.8375	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9852265
527700	-47.3119	-45.7025	-1.60944	4.906256	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9875237
527800	-48.8273	-47.2178	-1.60944	4.997418	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9518605
527900	-48.5259	-46.9164	-1.60944	4.93091	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9655307
528000	-46.7958	-45.1863	-1.60944	4.999261	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9819751
528100	-46.8637	-45.2543	-1.60944	4.944117	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9888737
528200	-46.9533	-45.3438	-1.60944	4.999349	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9794929
528300	-47.114	-45.5045	-1.60944	4.879086	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9948467
528400	-47.1754	-45.5659	-1.60944	4.845895	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9991632
528500	-46.3949	-44.7855	-1.60944	4.963177	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9935694
528600	-47.5214	-45.9119	-1.60944	4.929029	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9808495
528700	-50.0689	-48.4595	-1.60944	4.767205	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9687645
528800	-48.0678	-46.4584	-1.60944	4.917865	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9742201
528900	-48.3194	-46.7099	-1.60944	4.893925	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9740584
529000	-47.8053	-46.1959	-1.60944	4.951677	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9732068
529100	-47.2489	-45.6394	-1.60944	4.94603	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9825452
529200	-47.7952	-46.1857	-1.60944	4.830612	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.991912
529300	-46.5981	-44.9886	-1.60944	4.93968	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9937807
529400	-48.2684	-46.6589	-1.60944	4.753737	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9974039
529500	-46.2633	-44.6539	-1.60944	4.936458	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9997067
529600	-48.896	-47.2865	-1.60944	4.864519	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9700729
529700	-45.8608	-44.2514	-1.60944	4.979264	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9999753
529800	-46.7646	-45.1552	-1.60944	4.892354	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9983502
529900	-48.1557	-46.5462	-1.60944	4.916521	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9731076
530000	-50.0043	-48.3949	-1.60944	4.763537	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9702702
530100	-46.404	-44.7946	-1.60944	4.948218	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9956405
530200	-49.2713	-47.6619	-1.60944	4.814132	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9725283
530300	-46.4656	-44.8561	-1.60944	4.996016	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9876814
530400	-49.7412	-48.1317	-1.60944	4.864059	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.958119
530500	-48.1422	-46.5327	-1.60944	4.927497	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9716862
530600	-48.1697	-46.5602	-1.60944	4.968715	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9653407
530700	-47.6102	-46.0007	-1.60944	4.853328	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9911336
530800	-48.844	-47.2346	-1.60944	4.809043	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9795693
530900	-46.7943	-45.1849	-1.60944	4.886641	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9987681
531000	-49.9524	-48.343	-1.60944	4.607842	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.998065
531100	-47.3618	-45.7524	-1.60944	4.955642	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9793925
531200	-46.7945	-45.185	-1.60944	4.895714	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9973455
531300	-46.8647	-45.2552	-1.60944	4.893128	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9966219
531400	-48.9674	-47.358	-1.60944	4.74667	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9880551
531500	-46.4055	-44.7961	-1.60944	4.971468	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9921824
531600	-47.2948	-45.6853	-1.60944	4.955783	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9804074
531700	-49.1623	-47.5529	-1.60944	4.917688	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9582984
531800	-46.0531	-44.4437	-1.60944	4.989235	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9953468
531900	-47.4758	-45.8663	-1.60944	4.956005	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9775887
532000	-46.7438	-45.1344	-1.60944	4.938229	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9916608
532100	-46.5268	-44.9174	-1.60944	4.980953	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9888542
532200	-47.2563	-45.6469	-1.60944	4.870796	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9939021
532300	-48.4297	-46.8203	-1.60944	4.814718	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9848139
532400	-47.0697	-45.4603	-1.60944	4.860823	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984463
532500	-47.0917	-45.4822	-1.60944	4.911774	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9901372
532600	-47.5951	-45.9857	-1.60944	4.867486	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9891263
532700	-47.2744	-45.6649	-1.60944	4.899843	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.989093
532800	-46.7161	-45.1067	-1.60944	4.928267	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9936039
532900	-47.2744	-45.665	-1.60944	4.925661	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9851725
533000	-48.2452	-46.6357	-1.60944	4.919192	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9713803
533100	-46.582	-44.9726	-1.60944	4.955702	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9916532
533200	-48.1989	-46.5894	-1.60944	4.966513	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.965221
533300	-45.9583	-44.3489	-1.60944	4.973831	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9991542
533400	-49.6369	-48.0274	-1.60944	4.993193	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9411535
533500	-45.9492	-44.3397	-1.60944	4.971377	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9996665
533600	-47.7335	-46.1241	-1.60944	4.93695	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9764388
533700	-48.39	-46.7806	-1.60944	4.824165	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9838862
533800	-49.4774	-47.8679	-1.60944	4.859635	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9624925
533900	-47.8508	-46.2413	-1.60944	4.800235	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9960252
534000	-50.3521	-48.7426	-1.60944	4.609932	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9919038
534100	-48.8026	-47.1931	-1.60944	4.899334	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9661581
534200	-48.1105	-46.5011	-1.60944	4.816589	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9893428
534300	-46.819	-45.2096	-1.60944	4.99321	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9824624
534400	-48.2385	-46.6291	-1.60944	4.921604	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9711226
534500	-46.1178	-44.5084	-1.60944	4.994498	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9935294
534600	-47.5151	-45.9057	-1.60944	4.978574	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9737551
534700	-47.2483	-45.6388	-1.60944	4.89255	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9906272
534800	-47.8859	-46.2765	-1.60944	4.849555	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9874787
534900	-46.9826	-45.3731	-1.60944	4.884552	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9960785
535000	-46.0641	-44.4547	-1.60944	4.964246	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9988199
535100	-47.261	-45.6515	-1.60944	4.921612	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9859913
535200	-49.7182	-48.1088	-1.60944	4.7448	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9774281
535300	-46.0111	-44.4017	-1.60944	4.977186	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9977888
535400	-46.6783	-45.0689	-1.60944	4.914928	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.996244
535500	-48.0219	-46.4125	-1.60944	4.783636	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9961417
535600	-47.6666	-46.0571	-1.60944	4.871829	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9873405
535700	-48.1864	-46.577	-1.60944	4.747154	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9997925
535800	-46.7236	-45.1142	-1.60944	4.956759	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9892318
535900	-46.9909	-45.3815	-1.60944	4.91882	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9906572
536000	-47.2613	-45.6518	-1.60944	4.957906	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9806169
536100	-46.6049	-44.9955	-1.60944	4.945054	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9928667
536200	-47.4065	-45.7971	-1.60944	4.969688	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9766799
536300	-49.056	-47.4466	-1.60944	4.762308	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9841174
536400	-46.3303	-44.7209	-1.60944	4.936495	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9986037
536500	-46.2459	-44.6364	-1.60944	4.964848	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9957478
536600	-46.2238	-44.6144	-1.60944	4.992072	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9921483
536700	-46.3242	-44.7147	-1.60944	4.940757	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.998061
536800	-46.3884	-44.7789	-1.60944	4.922126	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9998443
536900	-46.076	-44.4665	-1.60944	4.981479	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9960952
537000	-45.809	-44.1996	-1.60944	4.997582	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9981771
537100	-48.262	-46.6525	-1.60944	4.954615	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.965982
537200	-48.5558	-46.9464	-1.60944	4.811811	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9833961
537300	-48.1097	-46.5003	-1.60944	4.980085	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9646292
537400	-46.873	-45.2636	-1.60944	4.90062	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9953236
537500	-47.2553	-45.6459	-1.60944	4.881331	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.992262
537600	-46.1485	-44.539	-1.60944	4.949464	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9996331
537700	-47.3366	-45.7271	-1.60944	4.834675	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984251
537800	-48.9493	-47.3399	-1.60944	4.764799	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9852762
537900	-46.1173	-44.5078	-1.60944	4.990536	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9941075
538000	-47.4068	-45.7973	-1.60944	4.839278	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9965702
538100	-47.664	-46.0546	-1.60944	4.906961	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9819727
538200	-47.3945	-45.7851	-1.60944	4.970286	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9767783
538300	-51.107	-49.4975	-1.60944	4.735844	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9596561
538400	-46.9691	-45.3597	-1.60944	4.952589	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9859563
538500	-46.0174	-44.408	-1.60944	4.965006	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9994782
538600	-45.8108	-44.2014	-1.60944	4.995262	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984812
538700	-48.6047	-46.9953	-1.60944	4.86267	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9746188
538800	-51.1578	-49.5484	-1.60944	4.730461	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9598575
538900	-46.4248	-44.8154	-1.60944	4.934073	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.99743
539000	-48.6956	-47.0862	-1.60944	4.806924	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9821057
539100	-47.3221	-45.7127	-1.60944	4.96583	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9785306
539200	-47.7848	-46.1754	-1.60944	4.863561	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9868166
539300	-46.9559	-45.3465	-1.60944	4.885856	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9962989
539400	-48.2904	-46.6809	-1.60944	4.764938	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.995164
539500	-49.333	-47.7236	-1.60944	4.977556	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9474547
539600	-50.8362	-49.2268	-1.60944	4.932822	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9333672
539700	-47.5613	-45.9518	-1.60944	4.983656	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9723373
539800	-45.9689	-44.3595	-1.60944	4.997893	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9954864
539900	-46.3826	-44.7731	-1.60944	4.939792	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9972537
540000	-47.6272	-46.0178	-1.60944	4.887093	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9855755
540100	-46.2602	-44.6508	-1.60944	4.984708	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9926164
540200	-47.0018	-45.3924	-1.60944	4.882099	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.996156
540300	-48.0684	-46.4589	-1.60944	4.777548	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.996447
540400	-47.2898	-45.6804	-1.60944	4.895542	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9895136
540500	-45.851	-44.2416	-1.60944	4.990581	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984892
540600	-46.636	-45.0266	-1.60944	4.912217	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9973433
540700	-47.5999	-45.9905	-1.60944	4.84605	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9924551
540800	-48.0688	-46.4594	-1.60944	4.827677	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9881832
540900	-47.4565	-45.8471	-1.60944	4.967303	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9762553
541000	-47.1572	-45.5477	-1.60944	4.987817	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9779442
541100	-46.1028	-44.4934	-1.60944	4.958664	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9990103
541200	-46.7033	-45.0938	-1.60944	4.990973	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9846078
541300	-48.7261	-47.1167	-1.60944	4.716762	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9968029
541400	-46.4941	-44.8847	-1.60944	4.955302	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9931277
541500	-46.1329	-44.5235	-1.60944	4.985017	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9946475
541600	-46.5296	-44.9202	-1.60944	4.933778	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.995774
541700	-47.3798	-45.7704	-1.60944	4.872002	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9917714
541800	-46.3249	-44.7155	-1.60944	4.972519	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9933354
541900	-47.7104	-46.101	-1.60944	4.799411	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9983487
542000	-45.9792	-44.3698	-1.60944	4.999829	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9950391
542100	-46.7153	-45.1058	-1.60944	4.984189	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9853846
542200	-48.4922	-46.8828	-1.60944	4.841126	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9796548
542300	-45.8056	-44.1962	-1.60944	4.996413	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984011
542400	-46.8705	-45.2611	-1.60944	4.936196	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9899468
542500	-46.3823	-44.7729	-1.60944	4.977179	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9917264
542600	-47.8057	-46.1962	-1.60944	4.806284	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9957249
542700	-51.329	-49.7196	-1.60944	4.785791	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9486883
542800	-49.249	-47.6395	-1.60944	4.815931	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9725642
542900	-47.1597	-45.5502	-1.60944	4.869007	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9957128
