Iteration	Posterior	Likelihood	Prior	m	obs[1]	obs[2]	obs[3]	obs[4]	obs[5]	obs[6]	obs[7]	obs[8]	obs[9]	obs[10]	sd
112800	-48.4864	-46.877	-1.60944	4.903409	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9701635
112900	-46.6844	-45.0749	-1.60944	4.97705	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9869009
113000	-47.2258	-45.6164	-1.60944	4.89261	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9909711
113100	-46.121	-44.5116	-1.60944	4.995629	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9933151
113200	-48.7713	-47.1619	-1.60944	4.949696	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9592755
113300	-48.6467	-47.0372	-1.60944	4.911464	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9666217
113400	-47.6312	-46.0218	-1.60944	4.856891	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9902408
113500	-50.4983	-48.8889	-1.60944	4.814598	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9552896
113600	-46.3002	-44.6908	-1.60944	4.994768	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9905232
113700	-48.1629	-46.5534	-1.60944	4.828095	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9866843
113800	-48.4436	-46.8342	-1.60944	4.766124	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9926299
113900	-47.3205	-45.711	-1.60944	4.992044	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9748332
114000	-47.1081	-45.4986	-1.60944	4.891099	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9930621
114100	-48.1599	-46.5504	-1.60944	4.880647	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9784652
114200	-45.7888	-44.1794	-1.60944	4.994777	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9989165
114300	-46.7173	-45.1079	-1.60944	4.959187	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9889755
114400	-48.7284	-47.119	-1.60944	4.953543	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9593468
114500	-47.9104	-46.3009	-1.60944	4.851573	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9867835
114600	-49.2501	-47.6407	-1.60944	4.806705	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9740216
114700	-47.6659	-46.0565	-1.60944	4.977134	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9716723
114800	-46.3356	-44.7261	-1.60944	4.951764	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9962244
114900	-47.3573	-45.7479	-1.60944	4.993137	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9741157
115000	-48.9021	-47.2926	-1.60944	4.923091	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9612244
115100	-46.5033	-44.8939	-1.60944	4.929597	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9968338
115200	-48.1186	-46.5092	-1.60944	4.911532	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9744036
115300	-46.3286	-44.7191	-1.60944	4.970471	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9935751
115400	-50.5875	-48.9781	-1.60944	4.625782	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.985695
115500	-46.3642	-44.7547	-1.60944	4.965281	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9937586
115600	-50.5543	-48.9449	-1.60944	4.852089	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.948793
115700	-48.1461	-46.5367	-1.60944	4.942534	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9694328
115800	-47.6746	-46.0651	-1.60944	4.928188	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9786293
115900	-47.7388	-46.1293	-1.60944	4.969141	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9717057
116000	-46.8253	-45.2158	-1.60944	4.940858	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9899691
116100	-46.804	-45.1945	-1.60944	4.929973	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9919404
116200	-46.8467	-45.2372	-1.60944	4.886373	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.997968
116300	-47.5878	-45.9783	-1.60944	4.821596	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.996606
116400	-46.3407	-44.7313	-1.60944	4.955062	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9956502
116500	-45.7798	-44.1704	-1.60944	4.988474	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9999794
116600	-48.9906	-47.3812	-1.60944	4.831791	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9737927
116700	-48.3821	-46.7727	-1.60944	4.812876	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9858291
116800	-52.1437	-50.5343	-1.60944	4.503933	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9866136
116900	-46.6832	-45.0738	-1.60944	4.944814	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9916455
117000	-48.5451	-46.9357	-1.60944	4.810367	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9837904
117100	-50.0838	-48.4743	-1.60944	4.996219	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9347115
117200	-47.2063	-45.5969	-1.60944	4.955004	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9818926
117300	-47.0798	-45.4704	-1.60944	4.968534	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9818994
117400	-46.37	-44.7606	-1.60944	4.928525	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9991664
117500	-48.6903	-47.0809	-1.60944	4.753913	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9909666
117600	-47.2828	-45.6734	-1.60944	4.926154	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9849681
117700	-46.5453	-44.9359	-1.60944	4.932328	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9957392
117800	-47.726	-46.1166	-1.60944	4.908667	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9807663
117900	-46.1325	-44.523	-1.60944	4.973842	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9962825
118000	-46.4665	-44.8571	-1.60944	4.920364	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9988401
118100	-46.4156	-44.8062	-1.60944	4.925187	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9989314
118200	-49.3352	-47.7258	-1.60944	4.974967	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9477784
118300	-47.6775	-46.0681	-1.60944	4.868069	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9877607
118400	-46.9614	-45.352	-1.60944	4.89508	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9947722
118500	-47.655	-46.0456	-1.60944	4.828448	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9944375
118600	-47.8853	-46.2759	-1.60944	4.814928	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9930708
118700	-47.9252	-46.3158	-1.60944	4.868625	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9838759
118800	-47.3168	-45.7074	-1.60944	4.923091	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9848988
118900	-49.5095	-47.9001	-1.60944	4.946612	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9492931
119000	-47.4781	-45.8686	-1.60944	4.83528	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9960962
119100	-48.4269	-46.8175	-1.60944	4.882509	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9741971
119200	-47.618	-46.0086	-1.60944	4.998485	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.96941
119300	-46.5156	-44.9061	-1.60944	4.952183	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9932439
119400	-46.3212	-44.7118	-1.60944	4.999028	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9895773
119500	-47.6416	-46.0321	-1.60944	4.905424	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9825498
119600	-50.175	-48.5656	-1.60944	4.762951	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9679757
119700	-47.1115	-45.5021	-1.60944	4.996281	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9774607
119800	-47.2464	-45.637	-1.60944	4.974589	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9784426
119900	-47.5837	-45.9742	-1.60944	4.945444	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9774756
120000	-46.3057	-44.6963	-1.60944	4.972596	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9936362
120100	-48.185	-46.5755	-1.60944	4.784388	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9935096
120200	-47.4978	-45.8884	-1.60944	4.93254	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9806907
120300	-48.5098	-46.9004	-1.60944	4.889937	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9718449
120400	-49.4124	-47.803	-1.60944	4.805028	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9719546
120500	-48.7789	-47.1695	-1.60944	4.947365	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9594985
120600	-46.3281	-44.7187	-1.60944	4.935198	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.998837
120700	-48.1897	-46.5803	-1.60944	4.89578	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9757099
120800	-46.2359	-44.6265	-1.60944	4.990477	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9921803
120900	-46.5995	-44.9901	-1.60944	4.931754	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9949508
121000	-46.6515	-45.0421	-1.60944	4.924477	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9952166
121100	-47.2791	-45.6697	-1.60944	4.931026	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9842976
121200	-45.8918	-44.2823	-1.60944	4.98749	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9982612
121300	-47.9354	-46.326	-1.60944	4.886366	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9809743
121400	-46.7558	-45.1463	-1.60944	4.917563	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9945956
121500	-52.3199	-50.7105	-1.60944	4.613957	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9642676
121600	-47.7525	-46.1431	-1.60944	4.900377	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9816182
121700	-47.5951	-45.9856	-1.60944	4.891997	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9853158
121800	-48.4417	-46.8322	-1.60944	4.937479	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9658081
121900	-50.7932	-49.1837	-1.60944	4.819887	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9504942
122000	-49.8798	-48.2703	-1.60944	4.929999	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9465422
122100	-47.931	-46.3216	-1.60944	4.829872	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.989938
122200	-46.209	-44.5996	-1.60944	4.959983	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9970701
122300	-47.6449	-46.0354	-1.60944	4.977562	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.97193
122400	-46.665	-45.0556	-1.60944	4.987953	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9856449
122500	-46.503	-44.8935	-1.60944	4.978483	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9895937
122600	-46.4044	-44.7949	-1.60944	4.951602	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9951302
122700	-46.8685	-45.259	-1.60944	4.92159	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9921811
122800	-46.5828	-44.9733	-1.60944	4.907444	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9989419
122900	-46.7607	-45.1513	-1.60944	4.970797	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9865927
123000	-47.9257	-46.3163	-1.60944	4.998254	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9648365
123100	-48.0623	-46.4529	-1.60944	4.75887	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9997049
123200	-46.3317	-44.7222	-1.60944	4.955623	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9957137
123300	-47.4113	-45.8018	-1.60944	4.875925	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9906635
123400	-47.5541	-45.9447	-1.60944	4.947782	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9775853
123500	-46.1998	-44.5904	-1.60944	4.974287	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9951141
123600	-46.9069	-45.2975	-1.60944	4.932796	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9898789
123700	-46.7041	-45.0947	-1.60944	4.954675	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9898496
123800	-46.1958	-44.5863	-1.60944	4.970905	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9956756
123900	-47.8572	-46.2478	-1.60944	4.971664	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9695679
124000	-47.2758	-45.6663	-1.60944	4.883115	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9916618
124100	-51.6956	-50.0862	-1.60944	4.778961	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9449733
124200	-46.4788	-44.8694	-1.60944	4.971375	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9910138
124300	-47.057	-45.4475	-1.60944	4.914136	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9903247
124400	-46.497	-44.8876	-1.60944	4.922395	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9980336
124500	-46.7015	-45.0921	-1.60944	4.923065	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9946272
124600	-45.9147	-44.3052	-1.60944	4.98419	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9983617
124700	-48.8497	-47.2402	-1.60944	4.799553	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9810225
124800	-47.2899	-45.6805	-1.60944	4.867685	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9938637
124900	-47.316	-45.7065	-1.60944	4.933216	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9833986
125000	-46.6704	-45.0609	-1.60944	4.909358	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9972289
125100	-48.4645	-46.8551	-1.60944	4.776982	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9904929
125200	-50.3414	-48.732	-1.60944	4.667824	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9817273
125300	-46.9716	-45.3622	-1.60944	4.964538	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9841712
125400	-46.9265	-45.317	-1.60944	4.912352	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9926654
125500	-46.1947	-44.5852	-1.60944	4.946095	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9993789
125600	-48.1288	-46.5193	-1.60944	4.77353	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9961927
125700	-45.9141	-44.3047	-1.60944	4.988489	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9977462
125800	-49.4637	-47.8543	-1.60944	4.992908	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9435673
125900	-48.5961	-46.9866	-1.60944	4.983694	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9570386
126000	-47.1812	-45.5718	-1.60944	4.972303	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9797797
126100	-47.5833	-45.9739	-1.60944	4.905604	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9834173
126200	-49.1458	-47.5364	-1.60944	4.871468	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9654074
126300	-45.9201	-44.3107	-1.60944	4.978036	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9991699
126400	-46.3662	-44.7567	-1.60944	4.978929	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9917341
126500	-47.2641	-45.6547	-1.60944	4.987124	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9763911
126600	-46.8205	-45.2111	-1.60944	4.931423	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9914585
126700	-49.4857	-47.8762	-1.60944	4.96836	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9465992
126800	-45.9087	-44.2993	-1.60944	4.997741	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9965013
126900	-47.1688	-45.5594	-1.60944	4.988353	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9776881
127000	-47.3178	-45.7084	-1.60944	4.842888	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9973891
127100	-49.7813	-48.1719	-1.60944	4.627977	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9968903
127200	-47.1445	-45.5351	-1.60944	4.879476	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9943013
127300	-46.1596	-44.5502	-1.60944	4.948023	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9996655
127400	-47.2167	-45.6073	-1.60944	4.900416	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.989909
127500	-46.6425	-45.033	-1.60944	4.965573	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9892352
127600	-47.513	-45.9035	-1.60944	4.996603	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9712608
127700	-45.8524	-44.2429	-1.60944	4.98039	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9999502
127800	-50.1717	-48.5623	-1.60944	4.958126	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9386657
127900	-45.8426	-44.2332	-1.60944	4.991577	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984847
128000	-49.9957	-48.3862	-1.60944	4.960752	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9406749
128100	-45.9037	-44.2943	-1.60944	4.982557	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.998781
128200	-49.3116	-47.7021	-1.60944	4.854841	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9655801
128300	-47.2767	-45.6673	-1.60944	4.840753	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9983858
128400	-46.6457	-45.0363	-1.60944	4.909444	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9976135
128500	-47.6856	-46.0762	-1.60944	4.797364	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9990777
128600	-48.2151	-46.6057	-1.60944	4.838888	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9841661
128700	-47.0287	-45.4192	-1.60944	4.927362	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9887694
128800	-46.319	-44.7096	-1.60944	4.950139	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9967368
128900	-48.8937	-47.2842	-1.60944	4.972615	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9543116
129000	-47.0788	-45.4693	-1.60944	4.888294	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9939635
129100	-46.5241	-44.9146	-1.60944	4.926739	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9969316
129200	-46.9348	-45.3253	-1.60944	4.97513	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9832195
129300	-51.0904	-49.481	-1.60944	4.668074	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9712805
129400	-46.4427	-44.8333	-1.60944	4.918372	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.999534
129500	-49.3802	-47.7708	-1.60944	4.990383	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9450597
129600	-45.9736	-44.3642	-1.60944	4.990409	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9964858
129700	-46.4361	-44.8266	-1.60944	4.963829	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9928075
129800	-46.6369	-45.0274	-1.60944	4.92697	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9950742
129900	-47.1643	-45.5549	-1.60944	4.869305	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9955919
130000	-50.1355	-48.5261	-1.60944	4.660447	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9859497
130100	-46.9223	-45.3129	-1.60944	4.881585	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9975072
130200	-46.3238	-44.7143	-1.60944	4.993931	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.990262
130300	-45.8245	-44.215	-1.60944	4.995716	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9981885
130400	-48.0383	-46.4288	-1.60944	4.945747	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9705716
130500	-48.0005	-46.3911	-1.60944	4.910094	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9763907
130600	-49.0915	-47.4821	-1.60944	4.828889	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.972786
130700	-49.0759	-47.4664	-1.60944	4.752476	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9854719
130800	-46.2246	-44.6152	-1.60944	4.99434	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9918111
130900	-48.1611	-46.5516	-1.60944	4.864583	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9809325
131000	-47.0919	-45.4824	-1.60944	4.965473	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9821534
131100	-46.7245	-45.115	-1.60944	4.912517	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9958712
131200	-48.6122	-47.0028	-1.60944	4.921182	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9656927
131300	-48.0321	-46.4227	-1.60944	4.880816	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.980364
131400	-49.3015	-47.692	-1.60944	4.670143	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.996386
131500	-48.1303	-46.5209	-1.60944	4.790514	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9933271
131600	-46.8778	-45.2684	-1.60944	4.921106	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9921053
131700	-47.6748	-46.0653	-1.60944	4.976175	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9716738
131800	-46.0012	-44.3917	-1.60944	4.990106	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9960751
131900	-46.6254	-45.016	-1.60944	4.944233	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9926595
132000	-48.6804	-47.0709	-1.60944	4.754174	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9910723
132100	-48.4281	-46.8187	-1.60944	4.868306	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.97636
132200	-48.3678	-46.7584	-1.60944	4.766646	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.993694
132300	-47.3295	-45.72	-1.60944	4.859101	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9946041
132400	-45.9991	-44.3897	-1.60944	4.974154	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9984314
132500	-47.2528	-45.6433	-1.60944	4.935745	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9840048
132600	-46.588	-44.9785	-1.60944	4.986432	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9870892
132700	-48.9708	-47.3614	-1.60944	4.890943	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9649823
132800	-51.5805	-49.971	-1.60944	4.8295	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9386877
132900	-47.7162	-46.1067	-1.60944	4.919725	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9792554
133000	-47.8395	-46.2301	-1.60944	4.907896	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9791548
133100	-49.8687	-48.2592	-1.60944	4.629254	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9953817
133200	-47.7832	-46.1738	-1.60944	4.957538	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9726954
133300	-46.6756	-45.0662	-1.60944	4.974678	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9873828
133400	-46.037	-44.4276	-1.60944	4.990115	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9954844
133500	-46.0179	-44.4085	-1.60944	4.966166	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9992984
133600	-47.6891	-46.0797	-1.60944	4.999398	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9682137
133700	-49.2283	-47.6189	-1.60944	4.801147	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9752307
133800	-46.5773	-44.9679	-1.60944	4.932625	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9951773
133900	-46.2371	-44.6276	-1.60944	4.951684	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9978457
134000	-47.1495	-45.5401	-1.60944	4.912799	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9890708
134100	-46.2116	-44.6022	-1.60944	4.940883	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9998858
134200	-47.6366	-46.0272	-1.60944	4.917873	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9807477
134300	-47.8329	-46.2234	-1.60944	4.811464	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9944498
134400	-48.1486	-46.5392	-1.60944	4.852367	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9830349
134500	-47.7503	-46.1408	-1.60944	4.871539	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	0.9860975
