Iteration	Posterior	Likelihood	Prior	m	obs[1]	obs[2]	obs[3]	obs[4]	obs[5]	obs[6]	obs[7]	obs[8]	obs[9]	obs[10]	sd
199100	-27.4352	-23.5231	-3.91202	5.594949	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.82154
199200	-27.4684	-23.5564	-3.91202	5.78735	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.910067
199300	-27.4526	-23.5406	-3.91202	5.823104	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.894961
199400	-27.8941	-23.982	-3.91202	5.427545	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.22105
199500	-28.3644	-24.4524	-3.91202	5.459716	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.589931
199600	-28.174	-24.262	-3.91202	5.501936	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.461254
199700	-28.7166	-24.8046	-3.91202	4.956003	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.666015
199800	-28.3938	-24.4818	-3.91202	5.083385	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.478632
199900	-28.144	-24.232	-3.91202	4.983146	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.190395
200000	-28.0333	-24.1213	-3.91202	4.910434	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.970207
200100	-28.1672	-24.2552	-3.91202	5.04107	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.25902
200200	-28.3377	-24.4257	-3.91202	5.026749	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.400743
200300	-28.3326	-24.4206	-3.91202	5.105139	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.440584
200400	-28.571	-24.659	-3.91202	4.959358	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.553228
200500	-28.8525	-24.9405	-3.91202	5.193719	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.861857
200600	-29.2245	-25.3125	-3.91202	4.959278	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.041143
200700	-29.2989	-25.3868	-3.91202	5.250138	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.182192
200800	-29.5915	-25.6795	-3.91202	5.344143	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.396493
200900	-29.9251	-26.0131	-3.91202	4.879786	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.50405
201000	-30.5931	-26.6811	-3.91202	4.802186	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.947814
201100	-30.2772	-26.3651	-3.91202	5.248495	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.837094
201200	-29.4201	-25.5081	-3.91202	5.623328	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.320212
201300	-29.6041	-25.6921	-3.91202	5.620972	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.439922
201400	-29.649	-25.737	-3.91202	5.534966	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.461288
201500	-29.7215	-25.8095	-3.91202	5.363771	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.485866
201600	-28.889	-24.977	-3.91202	5.147895	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.872642
201700	-28.8813	-24.9693	-3.91202	5.104607	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.852148
201800	-29.1043	-25.1923	-3.91202	4.965976	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.957942
201900	-29.2902	-25.3781	-3.91202	5.025862	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.11182
202000	-28.3691	-24.457	-3.91202	5.547188	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.610227
202100	-28.5364	-24.6243	-3.91202	5.597588	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.733338
202200	-28.2836	-24.3715	-3.91202	5.589337	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.55664
202300	-27.6213	-23.7093	-3.91202	5.564924	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.020674
202400	-27.8325	-23.9205	-3.91202	5.493682	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.190623
202500	-27.704	-23.792	-3.91202	5.858653	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.138067
202600	-28.289	-24.377	-3.91202	5.515577	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.547696
202700	-28.066	-24.154	-3.91202	5.729909	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.41636
202800	-28.5493	-24.6373	-3.91202	5.505839	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.728282
202900	-28.2727	-24.3607	-3.91202	5.882778	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.569189
203000	-28.0637	-24.1517	-3.91202	5.640095	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.404633
203100	-27.9834	-24.0713	-3.91202	5.547721	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.32709
203200	-27.7929	-23.8808	-3.91202	5.472026	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.149145
203300	-28.1772	-24.2651	-3.91202	5.8009	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.50087
203400	-28.124	-24.212	-3.91202	5.798505	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.462648
203500	-27.599	-23.687	-3.91202	6.058611	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.024364
203600	-28.1169	-24.2049	-3.91202	5.779799	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.456724
203700	-27.7976	-23.8856	-3.91202	5.832728	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.215667
203800	-27.8929	-23.9809	-3.91202	5.366174	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.196324
203900	-27.8669	-23.9549	-3.91202	5.751069	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.266775
204000	-27.6245	-23.7124	-3.91202	5.422574	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.963352
204100	-28.0095	-24.0975	-3.91202	4.934638	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.973129
204200	-28.4711	-24.5591	-3.91202	4.626397	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.129772
204300	-28.2835	-24.3715	-3.91202	4.888953	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.247028
204400	-28.066	-24.1539	-3.91202	5.476795	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.373938
204500	-27.7753	-23.8632	-3.91202	5.419092	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.112979
204600	-27.69	-23.778	-3.91202	5.134348	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.753025
204700	-28.3616	-24.4496	-3.91202	4.798149	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.2368
204800	-28.1088	-24.1968	-3.91202	5.216994	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.312657
204900	-28.7088	-24.7968	-3.91202	4.68886	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.47623
205000	-29.1584	-25.2464	-3.91202	4.412417	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.633082
205100	-29.4459	-25.5338	-3.91202	4.532155	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.985288
205200	-28.9413	-25.0293	-3.91202	4.583449	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.596229
205300	-28.7825	-24.8705	-3.91202	4.491722	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.324024
205400	-28.0853	-24.1733	-3.91202	4.885424	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.008043
205500	-28.0667	-24.1546	-3.91202	4.814702	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.642071
205600	-27.875	-23.963	-3.91202	4.98752	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.834909
205700	-28.3498	-24.4377	-3.91202	5.060126	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.430345
205800	-28.5298	-24.6178	-3.91202	4.938491	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.50723
205900	-28.103	-24.191	-3.91202	5.432	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.390202
206000	-27.9915	-24.0794	-3.91202	5.333511	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.266992
206100	-27.6431	-23.7311	-3.91202	5.730432	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.07684
206200	-27.767	-23.855	-3.91202	5.485668	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.130812
206300	-27.4458	-23.5338	-3.91202	5.599946	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.837898
206400	-28.4399	-24.5278	-3.91202	5.015329	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.478971
206500	-28.8826	-24.9705	-3.91202	5.212918	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.888643
206600	-28.8695	-24.9574	-3.91202	4.976136	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.7912
206700	-29.5164	-25.6044	-3.91202	4.580993	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.071835
206800	-29.3131	-25.401	-3.91202	4.88508	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.074256
206900	-29.6894	-25.7774	-3.91202	5.084052	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.403969
207000	-30.1288	-26.2168	-3.91202	4.965392	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.671745
207100	-30.4207	-26.5086	-3.91202	4.797378	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.824469
207200	-30.1467	-26.2347	-3.91202	4.672547	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.584088
207300	-30.0852	-26.1731	-3.91202	4.346651	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.372891
207400	-29.8234	-25.9114	-3.91202	4.332922	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.152797
207500	-29.5574	-25.6454	-3.91202	4.321452	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.91612
207600	-28.6819	-24.7699	-3.91202	4.825787	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.560464
207700	-28.6709	-24.7589	-3.91202	4.768629	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.50911
207800	-28.0928	-24.1808	-3.91202	5.257586	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.31846
207900	-28.1036	-24.1916	-3.91202	5.710703	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.442235
208000	-27.8453	-23.9332	-3.91202	6.090105	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.233935
208100	-27.5868	-23.6747	-3.91202	5.601544	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.99745
208200	-27.4408	-23.5288	-3.91202	5.664364	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.8546
208300	-27.2937	-23.3817	-3.91202	6.043839	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.598205
208400	-27.377	-23.4649	-3.91202	6.252335	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.560463
208500	-27.6797	-23.7677	-3.91202	6.598481	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.675198
208600	-27.856	-23.944	-3.91202	6.749306	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.589267
208700	-27.6469	-23.7349	-3.91202	6.526638	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.413295
208800	-27.4386	-23.5266	-3.91202	6.28902	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.702375
208900	-27.6228	-23.7108	-3.91202	6.419585	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.873514
209000	-27.323	-23.411	-3.91202	5.878649	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.720622
209100	-27.3324	-23.4204	-3.91202	5.579228	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.617632
209200	-28.0316	-24.1195	-3.91202	5.321935	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.295582
209300	-27.4364	-23.5244	-3.91202	5.525165	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.785039
209400	-27.6587	-23.7466	-3.91202	5.197214	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.388787
209500	-27.3293	-23.4173	-3.91202	5.57431	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.432836
209600	-27.595	-23.6829	-3.91202	5.348364	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.278525
209700	-27.7652	-23.8532	-3.91202	5.229465	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.248221
209800	-28.5468	-24.6348	-3.91202	4.804687	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.213988
209900	-28.1174	-24.2053	-3.91202	5.089048	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.162566
210000	-28.95	-25.038	-3.91202	4.828044	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.054675
210100	-28.5323	-24.6202	-3.91202	4.581622	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.529354
210200	-28.2838	-24.3718	-3.91202	4.673717	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.667994
210300	-27.5896	-23.6776	-3.91202	5.201413	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.582157
210400	-28.0032	-24.0912	-3.91202	4.975604	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.347305
210500	-28.0043	-24.0922	-3.91202	4.928163	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.954462
210600	-28.3573	-24.4453	-3.91202	4.999375	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.400301
210700	-28.6778	-24.7658	-3.91202	4.973295	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.64497
210800	-28.4891	-24.577	-3.91202	5.084068	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.553905
210900	-28.8313	-24.9192	-3.91202	5.221155	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.855412
211000	-28.8289	-24.9169	-3.91202	5.087531	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.808281
211100	-28.6717	-24.7597	-3.91202	4.606745	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.35263
211200	-29.2371	-25.325	-3.91202	4.193158	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.39813
211300	-28.9498	-25.0378	-3.91202	4.354256	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.307278
211400	-29.3169	-25.4049	-3.91202	4.202107	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.526471
211500	-29.2372	-25.3251	-3.91202	4.117422	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.059955
211600	-29.0668	-25.1548	-3.91202	4.419218	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.547957
211700	-29.4452	-25.5331	-3.91202	4.041599	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.3554
211800	-29.9165	-26.0044	-3.91202	3.870787	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.783682
211900	-30.9902	-27.0782	-3.91202	3.657823	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.548747
212000	-29.944	-26.032	-3.91202	3.813291	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.903294
212100	-29.8019	-25.8898	-3.91202	3.890379	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.849729
212200	-28.7115	-24.7995	-3.91202	4.462818	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.16733
212300	-28.3348	-24.4227	-3.91202	4.810234	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.220777
212400	-27.6357	-23.7237	-3.91202	5.176269	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.712026
212500	-28.0553	-24.1432	-3.91202	4.896747	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.420455
212600	-28.8517	-24.9397	-3.91202	4.660019	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.225059
212700	-28.4781	-24.5661	-3.91202	4.795033	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.256068
212800	-28.0771	-24.1651	-3.91202	4.865329	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.455009
212900	-28.1196	-24.2076	-3.91202	5.200165	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.08621
213000	-27.5397	-23.6276	-3.91202	5.2811	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.441596
213100	-27.551	-23.6389	-3.91202	5.278056	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.423374
213200	-27.6369	-23.7249	-3.91202	5.164781	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.677501
213300	-28.0321	-24.1201	-3.91202	4.981588	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.065309
213400	-28.6228	-24.7108	-3.91202	4.515049	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.138652
213500	-28.1681	-24.256	-3.91202	4.774923	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.927183
213600	-27.8195	-23.9074	-3.91202	4.995474	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.634765
213700	-28.0972	-24.1852	-3.91202	4.902826	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.370105
213800	-28.2966	-24.3846	-3.91202	4.784381	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.381521
213900	-29.7037	-25.7917	-3.91202	4.120506	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.484981
214000	-29.858	-25.946	-3.91202	3.963089	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.644253
214100	-29.9109	-25.9989	-3.91202	3.782278	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.085921
214200	-30.2194	-26.3074	-3.91202	3.64401	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.09185
214300	-31.1556	-27.2436	-3.91202	3.29856	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.030732
214400	-30.6196	-26.7075	-3.91202	3.476414	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.09569
214500	-30.4531	-26.5411	-3.91202	3.609737	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.911743
214600	-30.214	-26.3019	-3.91202	3.810709	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.686321
214700	-30.402	-26.49	-3.91202	3.669981	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.822489
214800	-30.2461	-26.3341	-3.91202	3.748486	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.779309
214900	-29.4504	-25.5383	-3.91202	4.077799	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.739324
215000	-29.6174	-25.7054	-3.91202	3.920429	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.100506
215100	-29.6616	-25.7496	-3.91202	3.918661	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.962887
215200	-29.3954	-25.4833	-3.91202	4.033784	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.097908
215300	-29.9212	-26.0092	-3.91202	3.763592	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.289999
215400	-30.518	-26.6059	-3.91202	3.538861	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.029605
215500	-30.1554	-26.2433	-3.91202	3.644991	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.330163
215600	-29.9464	-26.0344	-3.91202	3.754034	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.355898
215700	-29.9226	-26.0106	-3.91202	3.827775	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.622038
215800	-29.8376	-25.9256	-3.91202	4.208683	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.064931
215900	-30.4556	-26.5436	-3.91202	3.821584	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.258463
216000	-31.4486	-27.5366	-3.91202	2.997476	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.825036
216100	-31.3131	-27.4011	-3.91202	3.119607	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.128749
216200	-31.2572	-27.3452	-3.91202	3.102174	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.571092
216300	-30.8981	-26.9861	-3.91202	3.361189	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.058591
216400	-31.2683	-27.3563	-3.91202	3.39165	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.592317
216500	-31.2817	-27.3697	-3.91202	3.299793	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.476979
216600	-31.3863	-27.4743	-3.91202	3.199072	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.440998
216700	-31.9726	-28.0606	-3.91202	2.938044	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.771452
216800	-31.8057	-27.8936	-3.91202	3.07121	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.771536
216900	-31.873	-27.961	-3.91202	2.961633	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.676127
217000	-31.8371	-27.9251	-3.91202	2.833552	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.263319
217100	-31.3902	-27.4782	-3.91202	3.317623	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.631146
217200	-31.5091	-27.597	-3.91202	3.427997	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.884982
217300	-30.9831	-27.0711	-3.91202	3.76493	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.700892
217400	-31.3626	-27.4506	-3.91202	3.631024	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.932563
217500	-31.13	-27.218	-3.91202	3.597989	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.683756
217600	-31.0289	-27.1169	-3.91202	3.626812	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.614567
217700	-31.1453	-27.2332	-3.91202	3.600726	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.701244
217800	-31.2517	-27.3397	-3.91202	3.298237	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.436887
217900	-31.3512	-27.4392	-3.91202	3.538177	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.838942
218000	-30.4457	-26.5337	-3.91202	3.987651	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.410835
218100	-30.5797	-26.6677	-3.91202	3.976277	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.518709
218200	-30.5073	-26.5952	-3.91202	3.791857	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.276622
218300	-30.1446	-26.2326	-3.91202	4.160851	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.291426
218400	-30.2414	-26.3294	-3.91202	4.388462	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.518971
218500	-30.5581	-26.6461	-3.91202	4.416865	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.773868
218600	-30.2425	-26.3305	-3.91202	4.77105	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.689727
218700	-30.4099	-26.4979	-3.91202	4.633824	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.75858
218800	-30.1456	-26.2336	-3.91202	4.826109	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.640313
218900	-30.3966	-26.4845	-3.91202	4.918042	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.843834
219000	-30.0871	-26.1751	-3.91202	5.289615	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.716637
219100	-30.2364	-26.3244	-3.91202	5.104637	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.780682
219200	-29.7838	-25.8717	-3.91202	5.473079	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.542586
219300	-29.9018	-25.9898	-3.91202	5.414467	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.612763
219400	-30.2972	-26.3852	-3.91202	5.289586	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.857542
219500	-29.9622	-26.0502	-3.91202	5.54455	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.667769
219600	-29.2311	-25.319	-3.91202	5.555487	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.190072
219700	-29.7005	-25.7885	-3.91202	5.096516	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.414867
219800	-29.2713	-25.3593	-3.91202	5.469145	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.205338
219900	-28.8456	-24.9336	-3.91202	5.94678	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.954004
220000	-28.6995	-24.7875	-3.91202	5.510223	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.831356
220100	-28.8335	-24.9215	-3.91202	5.846591	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.947628
220200	-29.0904	-25.1784	-3.91202	6.073669	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	4.106934
220300	-28.2397	-24.3277	-3.91202	5.979612	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.542136
220400	-28.057	-24.145	-3.91202	6.143206	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	3.389309
220500	-27.4778	-23.5657	-3.91202	6.108118	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.882306
220600	-27.3063	-23.3943	-3.91202	6.057935	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.626098
220700	-27.634	-23.722	-3.91202	6.554005	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.669941
220800	-27.7432	-23.8312	-3.91202	6.643272	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.74074
220900	-27.3452	-23.4332	-3.91202	6.181413	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.598207
221000	-27.4421	-23.5301	-3.91202	6.234569	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.318321
221100	-27.3776	-23.4655	-3.91202	6.228377	5.7	3.8	3.7	4.7	3.9	12.8	6	6	6	6	2.425085
