Iteration	Posterior	Likelihood	Prior	m	obsNodes[1]	obsNodes[2]	obsNodes[3]	obsNodes[4]	obsNodes[5]	obsNodes[6]	obsNodes[7]	obsNodes[8]	obsNodes[9]	obsNodes[10]	sd	z
310000	-47.7764	-22.0523	-25.7241	13.01598	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.50193	12.27406
311000	-47.8016	-22.07	-25.7316	13.04063	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.466208	12.27406
312000	-47.3994	-21.8969	-25.5024	13.01342	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.326342	12.27406
313000	-47.5222	-21.966	-25.5562	13.05177	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.272683	12.27406
314000	-47.3297	-21.8711	-25.4586	13.0135	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.280136	12.27406
315000	-47.5904	-21.995	-25.5954	13.05926	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.296129	12.27406
316000	-48.2077	-22.3003	-25.9074	13.17452	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.264573	12.27406
317000	-49.4139	-22.8889	-26.5249	13.36358	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.241666	12.27406
318000	-48.86	-22.6156	-26.2444	13.28101	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.269676	12.27406
319000	-50.236	-23.3118	-26.9242	13.44455	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.113347	12.27406
320000	-50.5889	-23.5007	-27.0882	13.45304	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.030528	12.27406
321000	-50.8323	-23.6085	-27.2238	13.50083	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.074541	12.27406
322000	-50.2107	-23.3159	-26.8948	13.4127	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.03833	12.27406
323000	-50.7248	-23.558	-27.1669	13.48555	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.06807	12.27406
324000	-49.3041	-22.8675	-26.4366	13.3161	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.08168	12.27406
325000	-49.3177	-22.8763	-26.4414	13.31481	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.071353	12.27406
326000	-48.2392	-22.319	-25.9202	13.18104	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.245355	12.27406
327000	-48.9617	-22.6826	-26.2791	13.28925	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.174604	12.27406
328000	-49.9851	-23.2089	-26.7761	13.38198	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.02863	12.27406
329000	-48.7884	-22.6321	-26.1563	13.22944	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.016339	12.27406
330000	-47.6827	-22.0684	-25.6142	13.09224	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.143073	12.27406
331000	-47.2457	-21.8779	-25.3679	13.01759	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.039809	12.27406
332000	-47.2836	-21.8546	-25.4291	13.01265	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.247454	12.27406
333000	-47.4692	-21.9754	-25.4938	13.05647	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.091078	12.27406
334000	-47.5385	-21.9842	-25.5543	13.06414	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.216454	12.27406
335000	-48.163	-22.2761	-25.8869	13.16556	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.278402	12.27406
336000	-48.087	-22.2309	-25.856	13.14482	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.326598	12.27406
337000	-47.7189	-22.0421	-25.6769	13.05674	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.387757	12.27406
338000	-48.1338	-22.236	-25.8978	13.12391	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.435537	12.27406
339000	-48.3582	-22.3521	-26.0061	13.18127	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.389826	12.27406
340000	-47.5059	-21.9643	-25.5416	13.05526	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.238224	12.27406
341000	-47.5725	-21.9645	-25.608	13.00879	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.427763	12.27406
342000	-47.9205	-22.1403	-25.7802	13.09795	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.386026	12.27406
343000	-47.9229	-22.1297	-25.7931	13.06974	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.460587	12.27406
344000	-48.4384	-22.3699	-26.0686	13.14948	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.529796	12.27406
345000	-49.1048	-22.6838	-26.421	13.26247	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.596156	12.27406
346000	-49.0029	-22.6219	-26.3811	13.19202	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.692171	12.27406
347000	-48.7039	-22.4829	-26.221	13.14943	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.64506	12.27406
348000	-48.475	-22.3691	-26.1059	13.08093	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.665319	12.27406
349000	-48.794	-22.5298	-26.2642	13.18371	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.620566	12.27406
350000	-48.8175	-22.5282	-26.2893	13.12777	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.721464	12.27406
351000	-48.8029	-22.5281	-26.2748	13.16004	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.666505	12.27406
352000	-50.4303	-23.2981	-27.1322	13.45066	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.818818	12.27406
353000	-50.8393	-23.4815	-27.3578	13.47625	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.952429	12.27406
354000	-50.2727	-23.2146	-27.0581	13.3803	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.88408	12.27406
355000	-50.0081	-23.082	-26.9261	13.286	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.926139	12.27406
356000	-49.6297	-22.9109	-26.7189	13.26639	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.815796	12.27406
357000	-49.8352	-23.019	-26.8162	13.35523	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.742104	12.27406
358000	-49.9062	-23.0528	-26.8533	13.36866	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.746735	12.27406
359000	-50.3089	-23.2256	-27.0833	13.34973	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.945872	12.27406
360000	-49.4622	-22.8325	-26.6297	13.24105	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.791309	12.27406
361000	-48.4834	-22.366	-26.1173	13.04136	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.720621	12.27406
362000	-48.346	-22.3032	-26.0428	13.02957	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.689682	12.27406
363000	-48.3006	-22.2847	-26.0158	13.03882	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.662206	12.27406
364000	-48.7918	-22.516	-26.2758	13.12287	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.719195	12.27406
365000	-48.5226	-22.4048	-26.1178	13.14795	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.571744	12.27406
366000	-48.4108	-22.3411	-26.0697	13.0814	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.641216	12.27406
367000	-48.2987	-22.2987	-25.9999	13.10753	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.55284	12.27406
368000	-48.3903	-22.3298	-26.0605	13.06967	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.65099	12.27406
369000	-48.059	-22.1885	-25.8705	13.07591	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.509971	12.27406
370000	-47.4769	-21.9298	-25.5471	13.01914	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.355084	12.27406
371000	-47.5815	-21.9849	-25.5966	13.04855	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.329659	12.27406
372000	-47.379	-21.8859	-25.4932	13.00697	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.333236	12.27406
373000	-47.8799	-22.1246	-25.7553	13.09756	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.361136	12.27406
374000	-48.0957	-22.2318	-25.8639	13.14224	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.346683	12.27406
375000	-47.7163	-22.0632	-25.6531	13.09013	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.256416	12.27406
376000	-47.3505	-21.8716	-25.4788	13.00046	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.335163	12.27406
377000	-47.5817	-22.0303	-25.5514	13.07394	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.089904	12.27406
378000	-47.3951	-21.9135	-25.4816	13.03795	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.221574	12.27406
379000	-47.4771	-21.9407	-25.5364	13.03885	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.291533	12.27406
380000	-47.2127	-21.8276	-25.3851	13.00733	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.206922	12.27406
381000	-47.8676	-22.1305	-25.7371	13.11155	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.291253	12.27406
382000	-48.079	-22.2246	-25.8544	13.14034	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.341225	12.27406
383000	-47.7346	-22.0436	-25.6911	13.04453	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.426362	12.27406
384000	-47.764	-22.052	-25.712	13.0334	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.463988	12.27406
385000	-48.4957	-22.4077	-26.088	13.18768	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.461264	12.27406
386000	-48.1072	-22.2196	-25.8875	13.10988	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.458082	12.27406
387000	-48.2189	-22.2714	-25.9475	13.1266	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.47445	12.27406
388000	-47.8682	-22.1068	-25.7614	13.0684	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.436907	12.27406
389000	-48.3631	-22.3322	-26.0309	13.12951	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.537615	12.27406
390000	-47.6477	-22	-25.6476	13.02216	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.434289	12.27406
391000	-47.5781	-21.9693	-25.6088	13.01598	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.41494	12.27406
392000	-47.6802	-22.0177	-25.6626	13.03443	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.422868	12.27406
393000	-48.6	-22.4663	-26.1337	13.22183	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.409356	12.27406
394000	-48.0097	-22.1871	-25.8225	13.12175	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.364152	12.27406
395000	-47.3352	-21.8774	-25.4578	13.01955	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.259936	12.27406
396000	-47.3689	-21.9048	-25.4642	13.03624	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.200545	12.27406
397000	-47.3953	-21.9021	-25.4932	13.02482	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.285123	12.27406
398000	-47.4371	-21.9313	-25.5059	13.04319	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.236083	12.27406
399000	-47.5978	-21.9844	-25.6134	13.03458	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.380363	12.27406
400000	-47.5738	-22.0022	-25.5716	13.07084	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.211728	12.27406
401000	-47.2931	-21.8609	-25.4322	13.01642	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.237875	12.27406
402000	-47.5414	-21.9842	-25.5572	13.0637	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.223996	12.27406
403000	-47.6483	-22.018	-25.6303	13.06255	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.326202	12.27406
404000	-48.2725	-22.3009	-25.9716	13.1462	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.451833	12.27406
405000	-47.8836	-22.1357	-25.7479	13.11168	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.305991	12.27406
406000	-47.42	-21.9218	-25.4982	13.03897	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.242274	12.27406
407000	-48.3619	-22.3914	-25.9706	13.20018	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.17718	12.27406
408000	-49.3649	-22.8821	-26.4828	13.34223	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.153407	12.27406
409000	-49.5316	-22.964	-26.5676	13.36347	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.147252	12.27406
410000	-49.4816	-22.9315	-26.5501	13.36554	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.189673	12.27406
411000	-49.0148	-22.6761	-26.3388	13.30318	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.354955	12.27406
412000	-48.4899	-22.4233	-26.0666	13.21394	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.345043	12.27406
413000	-48.1864	-22.2861	-25.9003	13.16874	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.286059	12.27406
414000	-48.2924	-22.3692	-25.9232	13.1842	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.119189	12.27406
415000	-47.6963	-22.0988	-25.5975	13.08369	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.030903	12.27406
416000	-48.1459	-22.2991	-25.8468	13.16195	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.114626	12.27406
417000	-47.4051	-21.9297	-25.4753	13.04603	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.162245	12.27406
418000	-47.2555	-21.8437	-25.4118	13.01064	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.231955	12.27406
419000	-47.5781	-22.0076	-25.5705	13.07322	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.194393	12.27406
420000	-47.6134	-22.0193	-25.594	13.07647	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.222975	12.27406
421000	-48.2642	-22.3419	-25.9223	13.18552	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.187795	12.27406
422000	-49.141	-22.769	-26.372	13.31533	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.176976	12.27406
423000	-48.7765	-22.6	-26.1765	13.25718	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.138588	12.27406
424000	-47.5806	-22.0099	-25.5707	13.07409	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.188485	12.27406
425000	-47.2847	-21.8559	-25.4288	13.01376	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.243216	12.27406
426000	-47.5914	-21.9861	-25.6054	13.0436	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.351569	12.27406
427000	-47.9499	-22.1812	-25.7688	13.13351	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.231607	12.27406
428000	-48.7337	-22.5807	-26.1531	13.24993	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.131623	12.27406
429000	-48.211	-22.3366	-25.8744	13.16753	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.086283	12.27406
430000	-48.2375	-22.3414	-25.8961	13.17681	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.125162	12.27406
431000	-48.5872	-22.476	-26.1112	13.2347	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.31195	12.27406
432000	-48.3203	-22.3342	-25.9861	13.17484	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.386979	12.27406
433000	-47.8892	-22.1523	-25.7369	13.12348	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.228278	12.27406
434000	-47.8524	-22.1094	-25.743	13.08876	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.372528	12.27406
435000	-47.4739	-21.9514	-25.5225	13.05173	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.2239	12.27406
436000	-47.239	-21.842	-25.397	13.01338	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.198509	12.27406
437000	-48.182	-22.2851	-25.8968	13.16871	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.279492	12.27406
438000	-47.6901	-22.0335	-25.6566	13.06224	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.354744	12.27406
439000	-47.8501	-22.1018	-25.7483	13.07431	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.412747	12.27406
440000	-47.4342	-21.9105	-25.5237	13.01355	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.346419	12.27406
441000	-47.5428	-21.9857	-25.5571	13.06453	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.21934	12.27406
442000	-47.4773	-21.942	-25.5353	13.04056	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.284838	12.27406
443000	-47.2949	-21.8601	-25.4348	13.01479	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.247297	12.27406
444000	-47.7141	-22.0727	-25.6414	13.09595	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.19923	12.27406
445000	-48.1047	-22.2689	-25.8358	13.1597	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.165203	12.27406
446000	-47.9069	-22.1887	-25.7182	13.12313	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.087701	12.27406
447000	-48.673	-22.5661	-26.1069	13.22689	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.061285	12.27406
448000	-47.4012	-21.9214	-25.4798	13.04249	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.195737	12.27406
449000	-47.9698	-22.1864	-25.7834	13.13467	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.255981	12.27406
450000	-47.7969	-22.0912	-25.7057	13.0925	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.320053	12.27406
451000	-48.0601	-22.204	-25.8561	13.11736	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.411625	12.27406
452000	-47.9053	-22.1164	-25.789	13.05036	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.492741	12.27406
453000	-48.1111	-22.2187	-25.8924	13.10274	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.477096	12.27406
454000	-47.6605	-22.0037	-25.6568	13.01689	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.450963	12.27406
455000	-47.9269	-22.1167	-25.8103	13.01448	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.563004	12.27406
456000	-48.9462	-22.5952	-26.351	13.18259	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.68548	12.27406
457000	-49.3024	-22.7592	-26.5432	13.22463	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.755979	12.27406
458000	-48.4355	-22.3465	-26.089	13.05189	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.691248	12.27406
459000	-48.0226	-22.1655	-25.8571	13.04734	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.546903	12.27406
460000	-48.3228	-22.3157	-26.0071	13.13082	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.516008	12.27406
461000	-48.3391	-22.3247	-26.0144	13.1375	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.50886	12.27406
462000	-48.5931	-22.4586	-26.1345	13.2137	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.437228	12.27406
463000	-49.244	-22.7846	-26.4594	13.34036	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.370175	12.27406
464000	-48.7422	-22.5305	-26.2117	13.24125	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.439818	12.27406
465000	-48.7171	-22.5151	-26.202	13.23095	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.461008	12.27406
466000	-49.0118	-22.6267	-26.3851	13.19646	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.688175	12.27406
467000	-49.0463	-22.6462	-26.4001	13.21673	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.666229	12.27406
468000	-48.442	-22.3535	-26.0885	13.07493	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.662053	12.27406
469000	-48.4458	-22.3476	-26.0982	13.03038	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.721621	12.27406
470000	-48.4288	-22.343	-26.0858	13.04866	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.693164	12.27406
471000	-48.2098	-22.2403	-25.9695	13.01359	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.664246	12.27406
