Iteration	Posterior	Likelihood	Prior	m	obsNodes[1]	obsNodes[2]	obsNodes[3]	obsNodes[4]	obsNodes[5]	obsNodes[6]	obsNodes[7]	obsNodes[8]	obsNodes[9]	obsNodes[10]	sd	z
148000	-48.3878	-22.3709	-26.0169	13.19267	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.362378	12.27406
149000	-48.5154	-22.4327	-26.0826	13.21563	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.362661	12.27406
150000	-48.1961	-22.283	-25.9131	13.16364	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.331847	12.27406
151000	-48.2047	-22.2884	-25.9163	13.16646	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.324622	12.27406
152000	-47.4164	-21.9095	-25.5069	13.02449	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.301367	12.27406
153000	-47.4662	-21.9339	-25.5323	13.03445	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.300253	12.27406
154000	-48.1179	-22.2302	-25.8877	13.12489	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.423544	12.27406
155000	-47.6351	-22.0094	-25.6257	13.05627	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.338982	12.27406
156000	-47.8665	-22.1339	-25.7327	13.11492	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.26934	12.27406
157000	-47.6411	-22.0179	-25.6232	13.06639	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.306283	12.27406
158000	-47.7986	-22.0757	-25.7229	13.06088	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.419633	12.27406
159000	-47.6831	-22.0181	-25.665	13.03226	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.429079	12.27406
160000	-47.7043	-22.0266	-25.6777	13.03161	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.440484	12.27406
161000	-47.7472	-22.058	-25.6891	13.06729	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.374088	12.27406
162000	-47.902	-22.1234	-25.7786	13.07594	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.435899	12.27406
163000	-48.0272	-22.1935	-25.8338	13.1214	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.377656	12.27406
164000	-48.3548	-22.3585	-25.9963	13.19059	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.34089	12.27406
165000	-48.321	-22.3616	-25.9594	13.19494	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.229614	12.27406
166000	-47.9507	-22.1506	-25.8001	13.09476	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.413204	12.27406
167000	-47.3836	-21.89	-25.4937	13.01158	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.322357	12.27406
168000	-47.5744	-21.9659	-25.6085	13.01052	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.425003	12.27406
169000	-47.585	-21.9816	-25.6035	13.03947	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.359874	12.27406
170000	-47.562	-21.978	-25.584	13.04903	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.314725	12.27406
171000	-47.6549	-22.0276	-25.6273	13.07298	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.288971	12.27406
172000	-47.9269	-22.1673	-25.7596	13.12828	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.246336	12.27406
173000	-47.7707	-22.084	-25.6867	13.09451	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.288024	12.27406
174000	-48.2933	-22.3404	-25.9529	13.18834	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.27252	12.27406
175000	-48.8521	-22.6143	-26.2378	13.27952	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.255791	12.27406
176000	-47.9857	-22.2034	-25.7823	13.14086	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.205478	12.27406
177000	-47.9855	-22.2043	-25.7812	13.14098	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.20028	12.27406
178000	-47.3832	-21.9395	-25.4437	13.04107	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.06346	12.27406
179000	-47.587	-22.0361	-25.5509	13.07344	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.074787	12.27406
180000	-47.85	-22.155	-25.695	13.1174	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.117002	12.27406
181000	-47.4183	-21.9327	-25.4855	13.04702	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.179735	12.27406
182000	-47.2341	-21.8332	-25.4009	13.0065	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.232759	12.27406
183000	-47.2634	-21.8515	-25.4119	13.01588	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.210828	12.27406
184000	-48.296	-22.328	-25.968	13.17788	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.352455	12.27406
185000	-48.0749	-22.243	-25.8319	13.1548	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.225283	12.27406
186000	-48.4409	-22.4119	-26.029	13.21301	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.273014	12.27406
187000	-47.7505	-22.0759	-25.6746	13.09265	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.278217	12.27406
188000	-47.7626	-22.0722	-25.6904	13.08256	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.333589	12.27406
189000	-47.2457	-21.8431	-25.4026	13.01285	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.209765	12.27406
190000	-47.3363	-21.8967	-25.4396	13.03446	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.160258	12.27406
191000	-47.8646	-22.1513	-25.7133	13.1217	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.170646	12.27406
192000	-47.7658	-22.1253	-25.6405	13.09904	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.063854	12.27406
193000	-47.6004	-22.026	-25.5745	13.07885	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.155758	12.27406
194000	-48.3758	-22.3915	-25.9843	13.20369	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.211905	12.27406
195000	-48.1688	-22.2596	-25.9092	13.14418	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.393837	12.27406
196000	-47.5358	-21.9783	-25.5575	13.06015	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.241317	12.27406
197000	-47.3063	-21.8715	-25.4348	13.02292	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.215358	12.27406
198000	-47.2377	-21.8512	-25.3865	13.01847	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.148081	12.27406
199000	-47.5785	-22.0076	-25.5709	13.07319	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.195358	12.27406
200000	-48.1295	-22.2615	-25.868	13.16077	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.269171	12.27406
201000	-48.5827	-22.4783	-26.1044	13.23576	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.286228	12.27406
202000	-47.9902	-22.1731	-25.8172	13.10961	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.392769	12.27406
203000	-48.2006	-22.3098	-25.8908	13.17565	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.194256	12.27406
204000	-47.3418	-21.9335	-25.4082	13.0265	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.000199	12.27406
205000	-47.1289	-21.8114	-25.3175	13.00182	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.084411	12.27406
206000	-47.3259	-21.9146	-25.4114	13.03098	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.050198	12.27406
207000	-47.4175	-21.9597	-25.4578	13.04468	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.047282	12.27406
208000	-48.0118	-22.2574	-25.7545	13.12337	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.007458	12.27406
209000	-47.1711	-21.8379	-25.3332	13.00739	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.056643	12.27406
210000	-47.2145	-21.8339	-25.3805	13.01167	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.17837	12.27406
211000	-47.3026	-21.8918	-25.4108	13.03035	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.103644	12.27406
212000	-47.3032	-21.9075	-25.3957	13.02551	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.032257	12.27406
213000	-47.3576	-21.9304	-25.4272	13.03566	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.048337	12.27406
214000	-47.2275	-21.8378	-25.3898	13.01232	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.191485	12.27406
215000	-47.4004	-21.9505	-25.4499	13.04252	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.051285	12.27406
216000	-47.3849	-21.928	-25.4568	13.04387	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.121916	12.27406
217000	-48.0561	-22.2775	-25.7786	13.13097	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.013598	12.27406
218000	-47.146	-21.8114	-25.3346	13.00417	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.124277	12.27406
219000	-48.2387	-22.3108	-25.9279	13.17729	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.290305	12.27406
220000	-48.4858	-22.4128	-26.073	13.20327	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.397601	12.27406
221000	-48.8948	-22.625	-26.2698	13.28587	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.312424	12.27406
222000	-47.9394	-22.1787	-25.7607	13.13266	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.21748	12.27406
223000	-47.3551	-21.9084	-25.4467	13.03838	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.147466	12.27406
224000	-47.426	-21.9642	-25.4618	13.04578	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.045731	12.27406
225000	-47.1412	-21.8262	-25.315	13.00171	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.043637	12.27406
226000	-47.1925	-21.8359	-25.3566	13.01224	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.115062	12.27406
227000	-48.8569	-22.658	-26.1988	13.248	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.04838	12.27406
228000	-48.7675	-22.6133	-26.1541	13.23785	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.054568	12.27406
229000	-47.2731	-21.8728	-25.4003	13.0254	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.126229	12.27406
230000	-47.8497	-22.1688	-25.6809	13.10944	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.051173	12.27406
231000	-47.3358	-21.9255	-25.4103	13.02916	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.02257	12.27406
232000	-47.4931	-21.97	-25.5231	13.06015	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.175117	12.27406
233000	-47.561	-22.0159	-25.545	13.07193	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.110495	12.27406
234000	-48.0259	-22.2182	-25.8077	13.14633	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.230973	12.27406
235000	-47.448	-21.9403	-25.5077	13.04822	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.215993	12.27406
236000	-47.3532	-21.8877	-25.4655	13.02481	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.251395	12.27406
237000	-47.334	-21.8903	-25.4436	13.03167	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.187207	12.27406
238000	-47.6351	-22.0359	-25.5993	13.08312	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.191468	12.27406
239000	-48.4415	-22.432	-26.0095	13.21153	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.166796	12.27406
240000	-48.1046	-22.2642	-25.8404	13.16031	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.189345	12.27406
241000	-47.8031	-22.122	-25.6811	13.11176	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.167897	12.27406
242000	-47.859	-22.1546	-25.7044	13.12018	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.1404	12.27406
243000	-47.745	-22.1063	-25.6387	13.10038	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.105766	12.27406
244000	-47.2576	-21.8749	-25.3828	13.02243	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.080302	12.27406
245000	-47.6319	-22.0605	-25.5713	13.0789	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.062596	12.27406
246000	-47.5297	-22.0122	-25.5175	13.06277	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.05654	12.27406
247000	-47.1595	-21.8358	-25.3237	13.0043	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.040417	12.27406
248000	-47.4354	-21.9736	-25.4618	13.04424	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.023976	12.27406
249000	-48.1044	-22.2524	-25.852	13.15806	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.251937	12.27406
250000	-48.1495	-22.3091	-25.8404	13.15684	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.075277	12.27406
251000	-47.3462	-21.9097	-25.4364	13.03755	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.119286	12.27406
252000	-47.4406	-21.944	-25.4966	13.05102	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.177768	12.27406
253000	-47.4594	-21.9519	-25.5075	13.05371	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.184252	12.27406
254000	-47.4855	-21.996	-25.4895	13.05299	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.032718	12.27406
255000	-47.2533	-21.8852	-25.3681	13.01685	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.023539	12.27406
256000	-47.8626	-22.1739	-25.6888	13.11224	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.056792	12.27406
257000	-48.1744	-22.3067	-25.8677	13.16923	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.145038	12.27406
258000	-47.676	-22.0805	-25.5955	13.08635	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.069375	12.27406
259000	-47.3114	-21.8895	-25.4219	13.0315	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.135592	12.27406
260000	-47.6444	-22.0305	-25.614	13.0791	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.244498	12.27406
261000	-47.424	-21.9275	-25.4965	13.04306	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.222056	12.27406
262000	-47.9971	-22.2182	-25.7789	13.14255	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.157719	12.27406
263000	-48.0058	-22.2161	-25.7897	13.14444	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.190269	12.27406
264000	-47.7693	-22.1229	-25.6464	13.10195	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.082922	12.27406
265000	-47.8335	-22.1418	-25.6917	13.11624	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.142499	12.27406
266000	-47.4947	-21.9953	-25.4994	13.05741	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.056052	12.27406
267000	-47.682	-22.0952	-25.5868	13.07891	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.016282	12.27406
268000	-47.2317	-21.8537	-25.3781	13.01863	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.121419	12.27406
269000	-47.6527	-22.066	-25.5867	13.08441	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.084371	12.27406
270000	-47.9777	-22.2186	-25.7592	13.13619	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.109361	12.27406
271000	-48.4463	-22.4662	-25.9802	13.18463	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.016541	12.27406
272000	-48.0984	-22.2825	-25.8159	13.1508	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.08368	12.27406
273000	-47.1457	-21.8213	-25.3244	13.00432	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.076246	12.27406
274000	-47.1801	-21.8118	-25.3683	13.00141	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.206815	12.27406
275000	-47.2275	-21.8341	-25.3935	13.00937	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.210846	12.27406
276000	-47.2608	-21.8547	-25.4062	13.01873	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.18773	12.27406
277000	-47.8455	-22.1604	-25.685	13.11308	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.080479	12.27406
278000	-48.5152	-22.4804	-26.0348	13.2141	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.104011	12.27406
279000	-48.6685	-22.576	-26.0925	13.21114	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.00755	12.27406
280000	-48.2139	-22.3262	-25.8878	13.17513	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.143753	12.27406
281000	-48.0486	-22.2495	-25.7991	13.14853	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.126178	12.27406
282000	-47.5576	-22.0123	-25.5453	13.07174	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.120219	12.27406
283000	-47.4924	-21.9759	-25.5166	13.06131	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.143794	12.27406
284000	-48.2279	-22.3501	-25.8778	13.16551	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.061716	12.27406
285000	-47.5264	-21.98	-25.5464	13.06304	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.207571	12.27406
286000	-48.0694	-22.2565	-25.8129	13.1529	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.141455	12.27406
287000	-47.9918	-22.2183	-25.7735	13.14109	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.144075	12.27406
288000	-48.0873	-22.2509	-25.8364	13.15723	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.215262	12.27406
289000	-47.9269	-22.1856	-25.7413	13.13124	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.150196	12.27406
290000	-48.4467	-22.4332	-26.0134	13.21284	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.173183	12.27406
291000	-48.1015	-22.2477	-25.8539	13.1558	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.27078	12.27406
292000	-48.0172	-22.2083	-25.8088	13.14222	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.261744	12.27406
293000	-48.2059	-22.2939	-25.9121	13.17091	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.296136	12.27406
294000	-47.8128	-22.0937	-25.7191	13.08742	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.3511	12.27406
295000	-47.9081	-22.1547	-25.7534	13.12278	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.265521	12.27406
296000	-47.5714	-21.979	-25.5924	13.04475	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.33559	12.27406
297000	-47.4501	-21.9474	-25.5027	13.05215	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.183888	12.27406
298000	-47.9721	-22.1908	-25.7812	13.1368	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.237514	12.27406
299000	-47.4455	-21.9201	-25.5253	13.02408	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.321841	12.27406
300000	-48.1872	-22.2462	-25.9409	13.0885	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.54117	12.27406
301000	-48.699	-22.4752	-26.2238	13.12257	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.685943	12.27406
302000	-48.7818	-22.528	-26.2538	13.19589	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.590499	12.27406
303000	-48.5782	-22.4324	-26.1458	13.1623	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.567512	12.27406
304000	-48.8398	-22.5585	-26.2812	13.21644	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.572528	12.27406
305000	-49.1459	-22.7086	-26.4373	13.28428	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.560437	12.27406
306000	-48.625	-22.4656	-26.1594	13.20257	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.493842	12.27406
307000	-48.1758	-22.2448	-25.931	13.10025	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.51301	12.27406
308000	-47.8255	-22.0788	-25.7467	13.03658	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.484688	12.27406
309000	-48.0681	-22.1895	-25.8786	13.06547	13.2159	11.5211	10.9736	14.4862	11.8028	11.1299	13.2178	9.79731	8.32696	12.5672	2.533616	12.27406
